+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2001|       BUICK|        430|
|        2001|       HYUND|        426|
|        2020|       LAMBO|        425|
|        2019|       LAMBO|        423|
|        1995|       ME/BE|        422|
|        2003|       SATUR|        421|
|        2015|       TESLA|        419|
|        2008|        SAAB|        417|
|        2016|       JAGUA|        417|
|        1994|        FORD|        417|
|        1993|        FORD|        416|
|        2022|       JAGUA|        412|
|        2005|       ROVER|        412|
|        2022|       Toyot|        411|
|        2021|       KENWO|        408|
|        2006|        SAAB|        401|
|        2012|       SUZUK|        400|
|        2023|        GENE|        397|
|        2004|        MINI|        397|
|        2010|       WORKH|        391|
|        1998|       DODGE|        385|
|        1994|       HONDA|        385|
|        2002|       VOLVO|        382|
|        2007|        SAAB|        381|
|        1995|         BMW|        381|
|        1997|       FRUEH|        379|
|        2005|       WORKH|        377|
|        1996|       NISSA|        375|
|        1992|       TOYOT|        374|
|        2014|       SMART|        366|
|        2003|       ROVER|        364|
|        1998|         GMC|        362|
|        2017|       Nissa|        360|
|        2022|       YAMAH|        356|
|        2023|         HIN|        354|
|        2001|       MERCU|        352|
|        1996|        JEEP|        350|
|        2003|       PONTI|        350|
|        2006|        MACK|        349|
|        2019|       Nissa|        348|
|        2002|       FRUEH|        348|
|        2010|       SUZUK|        339|
|        2021|       KAWAS|        338|
|        2022|        null|        335|
|        2004|       JAGUA|        334|
|        2005|         HIN|        332|
|        2002|       SATUR|        332|
|        1994|       CHEVR|        331|
|        2005|       UTILI|        330|
|        1999|       SUBAR|        329|
|        2022|         HIN|        328|
|        1999|       MITSU|        327|
|        2002|       SUZUK|        327|
|        1992|       HONDA|        327|
|        2021|       BENTL|        326|
|        1999|       MERCU|        322|
|        2007|       UTILI|        321|
|        2011|       JAGUA|        321|
|        2021|       Honda|        318|
|        2003|       JAGUA|        318|
|        2022|       Nissa|        317|
|        2008|       HUMME|        316|
|        2011|          IC|        314|
|        2017|       BENTL|        313|
|        2022|       KAWAS|        313|
|        2019|        null|        309|
|        1999|       ACURA|        308|
|        2015|          NS|        307|
|        2013|       JAGUA|        307|
|        2018|       GENES|        306|
|        2020|       BENTL|        306|
|        1997|         GMC|        305|
|        2014|          NS|        305|
|        2020|        null|        301|
|        2020|       Toyot|        300|
|        2020|        Ford|        299|
|        2005|        SAAB|        298|
|        2015|       JAGUA|        293|
|        2003|       SUZUK|        291|
|        1995|        JEEP|        290|
|        2018|       Nissa|        284|
|        2002|       LINCO|        284|
|        1995|       NISSA|        282|
|        2015|       PETER|        281|
|        1993|       ME/BE|        281|
|        2005|       SUZUK|        281|
|        2011|       SUZUK|        280|
|        1993|       INTER|        279|
|        2001|       VOLVO|        279|
|        2005|       JAGUA|        279|
|        2019|        FIAT|        278|
|        2022|       HARLE|        277|
|        2008|          IC|        277|
|        2003|        MINI|        276|
|        1991|       TOYOT|        275|
|        2018|        null|        273|
|        2019|        GENE|        273|
|        2021|       YAMAH|        273|
|        2020|       GENES|        271|
|        2019|       Honda|        270|
|        2021|       LAMBO|        270|
|        2003|       HUMME|        266|
|        1996|       DODGE|        265|
|        2022|       Honda|        264|
|        2014|       TESLA|        264|
|        2016|        null|        263|
|        2023|       INFIN|        262|
|        2007|          UD|        261|
|        2022|       LAMBO|        261|
|        1989|         BMW|        260|
|        1987|       CHEVR|        259|
|        2021|        POLE|        257|
|        2004|        SPRI|        256|
|        2020|       PETER|        256|
|        1997|       INFIN|        253|
|        2015|       Nissa|        252|
|        2018|       BENTL|        249|
|        1992|        FORD|        249|
|        2004|       ISUZU|        249|
|        2023|         NIU|        247|
|        2023|       BUICK|        247|
|        1995|       LEXUS|        247|
|        1989|       TOYOT|        247|
|        2009|       JAGUA|        247|
|        2012|       STARC|        246|
|        2018|       Toyot|        245|
|        1995|         GMC|        245|
|        1994|       DODGE|        245|
|        2013|       TESLA|        244|
|        2020|       HARLE|        241|
|        2017|        Ford|        240|
|        2022|       JIAJU|        240|
|        2023|       ALFAR|        240|
|        2012|       KENWO|        239|
|        2022|       TRIUM|        239|
|        1994|         BMW|        239|
|        2017|       GENES|        238|
|        2014|       Gener|        238|
|        2004|        SAAB|        237|
|        1998|       VOLVO|        236|
|        2013|        MACK|        234|
|        1993|       CHEVR|        234|
|        1998|       SUBAR|        234|
|        2017|        null|        232|
|        2018|       Dodge|        229|
|        2001|       LINCO|        228|
|        1990|       TOYOT|        227|
|        1998|       BUICK|        227|
|        2002|       JAGUA|        227|
|        2013|        Ford|        225|
|        2012|       UTILI|        225|
|        1994|       ME/BE|        224|
|        2021|       Dodge|        223|
|        1996|         GMC|        223|
|        2003|       WORKH|        223|
|        2020|       YAMAH|        222|
|        2021|       HARLE|        221|
|        2021|        Jeep|        220|
|        2015|        null|        219|
|        2005|       HUMME|        218|
|        2016|       Nissa|        218|
|        2014|       THOMA|        218|
|        1990|        FORD|        217|
|        1997|       MERCU|        216|
|        2022|       POLES|        216|
|        1994|       MITSU|        215|
|        2004|       SUZUK|        215|
|        1997|       DODGE|        214|
|        2012|       JAGUA|        213|
|        2002|        MACK|        212|
|        2019|       STARC|        211|
|        1991|       CHEVR|        208|
|        2005|        MACK|        208|
|        2012|        null|        207|
|        2020|       Honda|        205|
|        1998|       ACURA|        204|
|        2023|       ISUZU|        202|
|        2009|        SAAB|        202|
|        1985|       ME/BE|        201|
|        1999|       INFIN|        200|
|        1999|       VOLKS|        200|
|        2002|       ISUZU|        199|
|        2012|          NS|        199|
|        2023|       LINCO|        199|
|        1990|         GMC|        199|
|        1989|       CHEVR|        199|
|        1996|       ME/BE|        198|
|        1991|       ME/BE|        198|
|        2020|        MACK|        197|
|        2007|       JAGUA|        197|
|        1994|       NISSA|        196|
|        2017|       WORKH|        196|
|        2001|       ISUZU|        196|
|        2012|        Ford|        196|
|        2017|       Honda|        195|
|        2002|       PONTI|        194|
|        2015|          IC|        194|
|        2006|       JAGUA|        193|
|        2003|        SAAB|        193|
|        2018|       PETER|        192|
|        2009|       HUMME|        192|
|        2017|       KAWAS|        191|
|        1998|       LINCO|        191|
|        2016|       PETER|        190|
|        1999|       MAZDA|        190|
|        1991|         BMW|        190|
|        2007|        MACK|        190|
|        2019|       PETER|        188|
|        1999|       ISUZU|        187|
|        2019|       BENTL|        187|
|        2011|       MERCU|        186|
|        2019|        Ford|        186|
|        2021|       JIAJU|        186|
|        2019|       COLLI|        186|
|        2013|       Honda|        186|
|        2020|       ROLLS|        184|
|        2014|        null|        184|
|        2020|       Gener|        183|
|        1989|        FORD|        183|
|        1997|       ACURA|        183|
|        2018|       Honda|        182|
|        2003|         KIA|        182|
|        2012|          IC|        181|
|        2015|       YAMAH|        181|
|        2011|          NS|        179|
|        2023|       KENWO|        179|
|        2013|       Volks|        177|
|        2009|          IC|        177|
|        2011|        SAAB|        176|
|        1998|       MERCU|        176|
|        2019|       Toyot|        175|
|        2010|          NS|        175|
|        2001|       CADIL|        174|
|        1999|       LINCO|        174|
|        2021|       Chrys|        173|
|        2006|          IC|        171|
|        2012|       Gener|        171|
|        1996|       LEXUS|        170|
|        2014|          IC|        169|
|        2017|       Toyot|        168|
|        2020|       COLLI|        167|
|        2020|       Chrys|        167|
|        2020|        Jeep|        167|
|        2013|       UTILI|        166|
|        1997|       MITSU|        166|
|        2010|       PONTI|        166|
|        2007|          NS|        165|
|        1999|       BUICK|        165|
